Time Serie Results File    
NAME   : TAVIRA 381A-02 
LOCALIZATION_I : -999999  
LOCALIZATION_J : -999999  
LOCALIZATION_K : 1  
SERIE_INITIAL_DATA   : 1999 6 22 17 40 0   
TIME_UNITS :  SECONDS  
MODEL_DOMAIN   :   
COORD_X : -7.6300  
COORD_Y : 37.1150  
Seconds YY MM DD hh mm ss Temp(oC) Sal Pressao(Kpa) DirN(o) VelC(cm/s) Comp-u(cm/s) Comp-v(cm/s) Turb(ftu)
<BeginTimeSerie>    
754200 1999 7 1 11 10 0 2.14E+01 3.60E+01 1.30E+01 2.17E+02 7.33E+00 -4.43E+00 -5.85E+00 2.71E+00
754800 1999 7 1 11 20 0 2.13E+01 3.61E+01 1.30E+01 2.18E+02 1.22E+01 -7.50E+00 -9.65E+00 2.90E+00
755400 1999 7 1 11 30 0 2.12E+01 3.64E+01 1.30E+01 2.27E+02 1.22E+01 -8.99E+00 -8.28E+00 3.13E+00
756000 1999 7 1 11 40 0 2.10E+01 3.61E+01 1.30E+01 2.21E+02 1.47E+01 -9.56E+00 -1.11E+01 2.93E+00
756600 1999 7 1 11 50 0 2.10E+01 3.62E+01 1.30E+01 2.29E+02 1.86E+01 -1.40E+01 -1.22E+01 2.53E+00
757200 1999 7 1 12 0 0 2.10E+01 3.62E+01 1.30E+01 2.24E+02 2.00E+01 -1.40E+01 -1.44E+01 2.14E+00
757800 1999 7 1 12 10 0 2.09E+01 3.61E+01 1.30E+01 2.21E+02 2.30E+01 -1.52E+01 -1.72E+01 2.48E+00
758400 1999 7 1 12 20 0 2.07E+01 3.61E+01 1.30E+01 2.21E+02 2.59E+01 -1.70E+01 -1.95E+01 2.04E+00
759000 1999 7 1 12 30 0 2.06E+01 3.60E+01 1.30E+01 2.21E+02 2.93E+01 -1.93E+01 -2.21E+01 2.53E+00
759600 1999 7 1 12 40 0 2.04E+01 3.60E+01 1.30E+01 2.22E+02 3.23E+01 -2.18E+01 -2.38E+01 2.93E+00
760200 1999 7 1 12 50 0 2.00E+01 3.61E+01 1.30E+01 2.20E+02 2.74E+01 -1.77E+01 -2.09E+01 3.74E+00
760800 1999 7 1 13 0 0 1.99E+01 3.61E+01 1.30E+01 2.24E+02 2.74E+01 -1.90E+01 -1.97E+01 4.10E+00
761400 1999 7 1 13 10 0 1.94E+01 3.61E+01 1.30E+01 2.26E+02 2.84E+01 -2.03E+01 -1.98E+01 2.88E+00
762000 1999 7 1 13 20 0 1.92E+01 3.63E+01 1.30E+01 2.20E+02 3.18E+01 -2.06E+01 -2.42E+01 2.93E+00
762600 1999 7 1 13 30 0 1.88E+01 3.62E+01 6.00E+00 2.19E+02 3.37E+01 -2.14E+01 -2.61E+01 1.56E+00
763200 1999 7 1 13 40 0 1.87E+01 3.63E+01 1.30E+01 2.20E+02 3.77E+01 -2.40E+01 -2.90E+01 1.35E+00
763800 1999 7 1 13 50 0 1.87E+01 3.63E+01 1.30E+01 2.18E+02 3.62E+01 -2.22E+01 -2.86E+01 1.46E+00
764400 1999 7 1 14 0 0 1.86E+01 3.63E+01 1.30E+01 2.20E+02 3.03E+01 -1.96E+01 -2.31E+01 1.75E+00
765000 1999 7 1 14 10 0 1.86E+01 3.63E+01 1.30E+01 2.22E+02 3.52E+01 -2.38E+01 -2.60E+01 1.99E+00
765600 1999 7 1 14 20 0 1.86E+01 3.63E+01 1.30E+01 2.19E+02 3.18E+01 -2.01E+01 -2.46E+01 1.20E+00
766200 1999 7 1 14 30 0 1.86E+01 3.63E+01 1.30E+01 2.20E+02 3.08E+01 -1.99E+01 -2.35E+01 2.29E+00
766800 1999 7 1 14 40 0 1.86E+01 3.63E+01 1.30E+01 2.24E+02 3.42E+01 -2.37E+01 -2.47E+01 1.37E+00
767400 1999 7 1 14 50 0 1.86E+01 3.63E+01 1.30E+01 2.22E+02 3.42E+01 -2.31E+01 -2.53E+01 1.75E+00
768000 1999 7 1 15 0 0 1.86E+01 3.63E+01 1.30E+01 2.20E+02 2.93E+01 -1.88E+01 -2.25E+01 2.63E+00
768600 1999 7 1 15 10 0 1.86E+01 3.63E+01 1.30E+01 2.24E+02 3.08E+01 -2.15E+01 -2.21E+01 2.04E+00
769200 1999 7 1 15 20 0 1.87E+01 3.63E+01 1.30E+01 2.20E+02 2.93E+01 -1.88E+01 -2.25E+01 1.80E+00
769800 1999 7 1 15 30 0 1.87E+01 3.63E+01 1.30E+01 2.23E+02 2.54E+01 -1.74E+01 -1.86E+01 2.38E+00
770400 1999 7 1 15 40 0 1.87E+01 3.63E+01 1.30E+01 2.21E+02 2.25E+01 -1.48E+01 -1.70E+01 2.29E+00
771000 1999 7 1 15 50 0 1.87E+01 3.63E+01 1.30E+01 2.21E+02 2.30E+01 -1.50E+01 -1.74E+01 2.33E+00
771600 1999 7 1 16 0 0 1.87E+01 3.63E+01 6.00E+00 2.23E+02 2.25E+01 -1.54E+01 -1.64E+01 2.14E+00
772200 1999 7 1 16 10 0 1.87E+01 3.63E+01 1.30E+01 2.23E+02 2.10E+01 -1.45E+01 -1.53E+01 3.03E+00
772800 1999 7 1 16 20 0 1.88E+01 3.63E+01 1.30E+01 2.27E+02 1.81E+01 -1.32E+01 -1.23E+01 2.93E+00
773400 1999 7 1 16 30 0 1.88E+01 3.63E+01 1.30E+01 2.20E+02 1.61E+01 -1.03E+01 -1.24E+01 2.63E+00
774000 1999 7 1 16 40 0 1.88E+01 3.63E+01 1.30E+01 2.23E+02 7.82E+00 -5.35E+00 -5.71E+00 2.53E+00
774600 1999 7 1 16 50 0 1.89E+01 3.63E+01 1.30E+01 1.26E+02 4.90E-01 3.93E-01 -2.90E-01 3.08E+00
775200 1999 7 1 17 0 0 1.88E+01 3.63E+01 1.30E+01 4.49E+01 5.87E+00 4.14E+00 4.16E+00 3.33E+00
775800 1999 7 1 17 10 0 1.89E+01 3.62E+01 1.30E+01 5.96E+01 5.38E+00 4.64E+00 2.72E+00 3.33E+00
776400 1999 7 1 17 20 0 1.90E+01 3.62E+01 1.30E+01 3.75E+01 8.31E+00 5.06E+00 6.60E+00 1.82E+00
777000 1999 7 1 17 30 0 1.91E+01 3.62E+01 1.30E+01 4.84E+01 1.37E+01 1.02E+01 9.09E+00 2.68E+00
777600 1999 7 1 17 40 0 1.91E+01 3.63E+01 1.30E+01 4.35E+01 1.81E+01 1.24E+01 1.31E+01 3.10E+00
778200 1999 7 1 17 50 0 1.92E+01 3.62E+01 1.30E+01 5.16E+01 2.10E+01 1.65E+01 1.31E+01 2.78E+00
778800 1999 7 1 18 0 0 1.91E+01 3.63E+01 1.30E+01 4.59E+01 2.44E+01 1.76E+01 1.70E+01 3.23E+00
779400 1999 7 1 18 10 0 1.92E+01 3.62E+01 1.30E+01 4.03E+01 2.64E+01 1.71E+01 2.01E+01 1.99E+00
780000 1999 7 1 18 20 0 1.95E+01 3.61E+01 1.30E+01 4.35E+01 3.18E+01 2.19E+01 2.31E+01 3.33E+00
780600 1999 7 1 18 30 0 1.94E+01 3.62E+01 1.30E+01 4.28E+01 3.67E+01 2.49E+01 2.69E+01 2.51E+00
781200 1999 7 1 18 40 0 1.96E+01 3.61E+01 1.30E+01 4.24E+01 4.11E+01 2.77E+01 3.03E+01 3.21E+00
781800 1999 7 1 18 50 0 1.96E+01 3.61E+01 1.30E+01 3.96E+01 4.25E+01 2.71E+01 3.28E+01 2.14E+00
782400 1999 7 1 19 0 0 1.98E+01 3.60E+01 1.30E+01 3.82E+01 4.06E+01 2.51E+01 3.19E+01 3.28E+00
783000 1999 7 1 19 10 0 1.98E+01 3.59E+01 1.30E+01 3.85E+01 4.60E+01 2.86E+01 3.59E+01 3.33E+00
783600 1999 7 1 19 20 0 2.00E+01 3.60E+01 1.30E+01 3.85E+01 4.50E+01 2.80E+01 3.52E+01 2.43E+00
784200 1999 7 1 19 30 0 2.01E+01 3.61E+01 6.00E+00 3.78E+01 4.65E+01 2.85E+01 3.67E+01 3.13E+00
784800 1999 7 1 19 40 0 2.03E+01 3.61E+01 1.30E+01 3.75E+01 4.45E+01 2.71E+01 3.53E+01 3.33E+00
785400 1999 7 1 19 50 0 2.06E+01 3.61E+01 1.30E+01 4.07E+01 3.96E+01 2.58E+01 3.00E+01 3.33E+00
786000 1999 7 1 20 0 0 2.08E+01 3.63E+01 6.00E+00 4.07E+01 3.77E+01 2.45E+01 2.86E+01 3.53E+00
786600 1999 7 1 20 10 0 2.10E+01 3.63E+01 6.00E+00 4.31E+01 4.06E+01 2.77E+01 2.96E+01 3.43E+00
787200 1999 7 1 20 20 0 2.11E+01 3.63E+01 1.30E+01 4.42E+01 4.60E+01 3.20E+01 3.30E+01 3.51E+00
787800 1999 7 1 20 30 0 2.13E+01 3.62E+01 6.00E+00 4.10E+01 4.45E+01 2.92E+01 3.36E+01 3.23E+00
788400 1999 7 1 20 40 0 2.14E+01 3.63E+01 6.00E+00 4.35E+01 4.40E+01 3.03E+01 3.19E+01 3.74E+00
789000 1999 7 1 20 50 0 2.15E+01 3.64E+01 1.30E+01 4.10E+01 4.11E+01 2.69E+01 3.10E+01 2.98E+00
789600 1999 7 1 21 0 0 2.17E+01 3.53E+01 6.00E+00 4.00E+01 3.81E+01 2.45E+01 2.92E+01 6.42E+00
790200 1999 7 1 21 10 0 2.18E+01 3.61E+01 6.00E+00 3.93E+01 3.13E+01 1.98E+01 2.42E+01 3.64E+00
790800 1999 7 1 21 20 0 2.19E+01 3.62E+01 6.00E+00 3.71E+01 3.37E+01 2.04E+01 2.69E+01 3.64E+00
791400 1999 7 1 21 30 0 2.21E+01 3.62E+01 6.00E+00 4.07E+01 2.93E+01 1.91E+01 2.23E+01 4.62E+00
792000 1999 7 1 21 40 0 2.22E+01 3.59E+01 1.30E+01 3.43E+01 2.74E+01 1.54E+01 2.26E+01 4.64E+00
792600 1999 7 1 21 50 0 2.23E+01 3.59E+01 1.30E+01 3.85E+01 2.49E+01 1.55E+01 1.95E+01 3.64E+00
793200 1999 7 1 22 0 0 2.24E+01 3.64E+01 1.30E+01 4.14E+01 2.10E+01 1.39E+01 1.58E+01 3.56E+00
793800 1999 7 1 22 10 0 2.25E+01 3.63E+01 6.00E+00 4.03E+01 2.00E+01 1.30E+01 1.53E+01 3.43E+00
794400 1999 7 1 22 20 0 2.26E+01 3.62E+01 6.00E+00 3.47E+01 1.52E+01 8.62E+00 1.25E+01 3.13E+00
795000 1999 7 1 22 30 0 2.27E+01 3.62E+01 6.00E+00 3.61E+01 1.17E+01 6.91E+00 9.48E+00 3.74E+00
795600 1999 7 1 22 40 0 2.27E+01 3.64E+01 6.00E+00 3.08E+01 4.89E+00 2.50E+00 4.20E+00 3.69E+00
796200 1999 7 1 22 50 0 2.27E+01 3.66E+01 6.00E+00 8.50E+01 4.90E-01 4.87E-01 4.30E-02 4.46E+00
796800 1999 7 1 23 0 0 2.27E+01 3.65E+01 6.00E+00 2.35E+02 1.96E+00 -1.60E+00 -1.12E+00 3.74E+00
<EndTimeSerie>
    
