Time Serie Results File    
NAME   : TAVIRA 381A-02 
LOCALIZATION_I : -999999  
LOCALIZATION_J : -999999  
LOCALIZATION_K : 1  
SERIE_INITIAL_DATA   : 1999 6 22 17 40 0   
TIME_UNITS :  SECONDS  
MODEL_DOMAIN   :   
COORD_X : -7.6300  
COORD_Y : 37.1150  
Seconds YY MM DD hh mm ss Temp(oC) Sal Pressao(Kpa) DirN(o) VelC(cm/s) Comp-u(cm/s) Comp-v(cm/s) Turb(ftu)
<BeginTimeSerie>    
337200 1999 6 26 15 20 0 1.89E+01 3.62E+01 1.30E+01 3.68E+01 5.57E+01 3.34E+01 4.46E+01 1.37E+00
337800 1999 6 26 15 30 0 1.90E+01 3.61E+01 1.30E+01 3.75E+01 5.62E+01 3.42E+01 4.46E+01 1.37E+00
338400 1999 6 26 15 40 0 1.93E+01 3.62E+01 1.30E+01 3.54E+01 5.57E+01 3.23E+01 4.54E+01 1.46E+00
339000 1999 6 26 15 50 0 1.96E+01 3.62E+01 1.30E+01 3.43E+01 6.06E+01 3.42E+01 5.01E+01 1.66E+00
339600 1999 6 26 16 0 0 2.00E+01 3.62E+01 1.30E+01 3.54E+01 6.11E+01 3.54E+01 4.98E+01 2.04E+00
340200 1999 6 26 16 10 0 2.03E+01 3.62E+01 1.30E+01 3.50E+01 5.38E+01 3.09E+01 4.40E+01 2.29E+00
340800 1999 6 26 16 20 0 2.06E+01 3.62E+01 1.30E+01 3.57E+01 5.33E+01 3.11E+01 4.33E+01 2.36E+00
341400 1999 6 26 16 30 0 2.09E+01 3.62E+01 1.30E+01 3.50E+01 5.43E+01 3.11E+01 4.44E+01 2.53E+00
342000 1999 6 26 16 40 0 2.11E+01 3.63E+01 1.30E+01 3.50E+01 4.74E+01 2.72E+01 3.88E+01 2.53E+00
342600 1999 6 26 16 50 0 2.13E+01 3.63E+01 1.30E+01 3.50E+01 4.69E+01 2.69E+01 3.84E+01 2.61E+00
343200 1999 6 26 17 0 0 2.17E+01 3.63E+01 1.30E+01 3.19E+01 5.13E+01 2.71E+01 4.36E+01 2.90E+00
343800 1999 6 26 17 10 0 2.20E+01 3.63E+01 1.30E+01 3.47E+01 4.45E+01 2.53E+01 3.66E+01 2.93E+00
344400 1999 6 26 17 20 0 2.22E+01 3.64E+01 1.30E+01 3.57E+01 4.11E+01 2.40E+01 3.33E+01 3.18E+00
345000 1999 6 26 17 30 0 2.24E+01 3.64E+01 1.30E+01 3.78E+01 3.62E+01 2.22E+01 2.86E+01 3.33E+00
345600 1999 6 26 17 40 0 2.26E+01 3.64E+01 1.30E+01 3.54E+01 3.37E+01 1.95E+01 2.75E+01 3.31E+00
346200 1999 6 26 17 50 0 2.28E+01 3.66E+01 1.30E+01 3.54E+01 3.13E+01 1.81E+01 2.55E+01 3.43E+00
346800 1999 6 26 18 0 0 2.31E+01 3.66E+01 1.30E+01 3.71E+01 3.08E+01 1.86E+01 2.46E+01 3.43E+00
347400 1999 6 26 18 10 0 2.32E+01 3.66E+01 1.30E+01 3.93E+01 2.64E+01 1.67E+01 2.04E+01 3.56E+00
348000 1999 6 26 18 20 0 2.33E+01 3.67E+01 1.30E+01 3.64E+01 2.15E+01 1.28E+01 1.73E+01 3.48E+00
348600 1999 6 26 18 30 0 2.33E+01 3.67E+01 1.30E+01 2.94E+01 1.86E+01 9.12E+00 1.62E+01 3.43E+00
349200 1999 6 26 18 40 0 2.33E+01 3.66E+01 1.30E+01 2.73E+01 1.56E+01 7.17E+00 1.39E+01 3.28E+00
349800 1999 6 26 18 50 0 2.34E+01 3.67E+01 1.30E+01 2.45E+01 1.32E+01 5.47E+00 1.20E+01 3.43E+00
350400 1999 6 26 19 0 0 2.35E+01 3.67E+01 1.30E+01 3.08E+01 7.33E+00 3.76E+00 6.30E+00 3.38E+00
351000 1999 6 26 19 10 0 2.34E+01 3.68E+01 1.30E+01 3.34E+02 9.80E-01 -4.36E-01 8.75E-01 3.64E+00
351600 1999 6 26 19 20 0 2.33E+01 3.67E+01 1.30E+01 2.10E+01 9.80E-01 3.50E-01 9.13E-01 3.33E+00
352200 1999 6 26 19 30 0 2.32E+01 3.67E+01 1.30E+01 2.67E+02 4.89E+00 -4.88E+00 -2.19E-01 3.38E+00
352800 1999 6 26 19 40 0 2.33E+01 3.67E+01 1.30E+01 2.32E+02 3.91E+00 -3.08E+00 -2.41E+00 3.38E+00
353400 1999 6 26 19 50 0 2.31E+01 3.67E+01 1.30E+01 2.13E+02 5.38E+00 -2.95E+00 -4.50E+00 3.18E+00
354000 1999 6 26 20 0 0 2.28E+01 3.64E+01 1.30E+01 2.27E+02 1.22E+01 -8.94E+00 -8.34E+00 3.13E+00
354600 1999 6 26 20 10 0 2.26E+01 3.64E+01 1.30E+01 2.21E+02 1.71E+01 -1.13E+01 -1.28E+01 2.93E+00
355200 1999 6 26 20 20 0 2.25E+01 3.62E+01 1.30E+01 2.20E+02 1.71E+01 -1.10E+01 -1.31E+01 2.93E+00
355800 1999 6 26 20 30 0 2.24E+01 3.62E+01 1.30E+01 2.13E+02 1.81E+01 -9.93E+00 -1.51E+01 2.78E+00
356400 1999 6 26 20 40 0 2.23E+01 3.63E+01 1.30E+01 2.09E+02 2.10E+01 -1.02E+01 -1.84E+01 2.83E+00
357000 1999 6 26 20 50 0 2.22E+01 3.62E+01 1.30E+01 2.11E+02 2.54E+01 -1.32E+01 -2.18E+01 2.93E+00
357600 1999 6 26 21 0 0 2.20E+01 3.62E+01 1.30E+01 2.15E+02 2.59E+01 -1.47E+01 -2.13E+01 2.80E+00
358200 1999 6 26 21 10 0 2.16E+01 3.62E+01 1.30E+01 2.15E+02 2.89E+01 -1.67E+01 -2.35E+01 2.43E+00
358800 1999 6 26 21 20 0 2.10E+01 3.62E+01 1.30E+01 2.12E+02 3.28E+01 -1.75E+01 -2.77E+01 2.09E+00
359400 1999 6 26 21 30 0 2.05E+01 3.61E+01 1.30E+01 2.11E+02 3.37E+01 -1.75E+01 -2.89E+01 1.99E+00
360000 1999 6 26 21 40 0 1.98E+01 3.61E+01 1.30E+01 2.15E+02 3.42E+01 -1.98E+01 -2.79E+01 1.80E+00
360600 1999 6 26 21 50 0 1.92E+01 3.61E+01 1.30E+01 2.13E+02 4.01E+01 -2.20E+01 -3.35E+01 1.75E+00
361200 1999 6 26 22 0 0 1.87E+01 3.62E+01 1.30E+01 2.17E+02 3.86E+01 -2.33E+01 -3.08E+01 1.75E+00
361800 1999 6 26 22 10 0 1.85E+01 3.61E+01 1.30E+01 2.14E+02 4.06E+01 -2.27E+01 -3.36E+01 1.75E+00
362400 1999 6 26 22 20 0 1.79E+01 3.62E+01 1.30E+01 2.13E+02 3.81E+01 -2.05E+01 -3.21E+01 1.75E+00
363000 1999 6 26 22 30 0 1.74E+01 3.62E+01 1.30E+01 2.15E+02 4.16E+01 -2.39E+01 -3.40E+01 3.31E+00
363600 1999 6 26 22 40 0 1.72E+01 3.61E+01 1.30E+01 2.15E+02 4.01E+01 -2.28E+01 -3.30E+01 2.03E+01
364200 1999 6 26 22 50 0 1.69E+01 3.62E+01 1.30E+01 2.09E+02 3.91E+01 -1.92E+01 -3.41E+01 1.32E+01
364800 1999 6 26 23 0 0 1.67E+01 3.62E+01 1.30E+01 2.08E+02 3.96E+01 -1.88E+01 -3.48E+01 2.04E+00
365400 1999 6 26 23 10 0 1.65E+01 3.61E+01 1.30E+01 2.16E+02 4.01E+01 -2.34E+01 -3.25E+01 2.25E+01
366000 1999 6 26 23 20 0 1.63E+01 3.62E+01 1.30E+01 2.10E+02 3.91E+01 -1.96E+01 -3.38E+01 1.23E+00
366600 1999 6 26 23 30 0 1.62E+01 3.62E+01 1.30E+01 2.12E+02 3.81E+01 -2.01E+01 -3.24E+01 1.18E+00
367200 1999 6 26 23 40 0 1.62E+01 3.62E+01 1.30E+01 2.09E+02 3.91E+01 -1.88E+01 -3.43E+01 1.13E+00
367800 1999 6 26 23 50 0 1.61E+01 3.61E+01 1.30E+01 2.15E+02 4.06E+01 -2.33E+01 -3.32E+01 1.20E+00
368400 1999 6 27 0 0 0 1.61E+01 3.61E+01 1.30E+01 2.09E+02 3.86E+01 -1.88E+01 -3.38E+01 1.09E+00
369000 1999 6 27 0 10 0 1.60E+01 3.62E+01 1.30E+01 2.10E+02 3.62E+01 -1.83E+01 -3.12E+01 1.09E+00
369600 1999 6 27 0 20 0 1.60E+01 3.61E+01 1.30E+01 2.14E+02 3.33E+01 -1.84E+01 -2.77E+01 1.09E+00
370200 1999 6 27 0 30 0 1.60E+01 3.61E+01 1.30E+01 2.13E+02 3.03E+01 -1.66E+01 -2.53E+01 1.06E+00
370800 1999 6 27 0 40 0 1.60E+01 3.62E+01 1.30E+01 2.13E+02 2.54E+01 -1.40E+01 -2.13E+01 9.90E-01
371400 1999 6 27 0 50 0 1.59E+01 3.61E+01 1.30E+01 2.11E+02 2.44E+01 -1.27E+01 -2.09E+01 1.06E+00
372000 1999 6 27 1 0 0 1.59E+01 3.62E+01 1.30E+01 2.13E+02 1.76E+01 -9.57E+00 -1.48E+01 9.90E-01
372600 1999 6 27 1 10 0 1.59E+01 3.62E+01 1.30E+01 2.02E+02 1.32E+01 -4.88E+00 -1.23E+01 9.90E-01
373200 1999 6 27 1 20 0 1.59E+01 3.62E+01 1.30E+01 2.13E+02 1.03E+01 -5.64E+00 -8.58E+00 9.90E-01
373800 1999 6 27 1 30 0 1.59E+01 3.62E+01 1.30E+01 2.09E+02 3.91E+00 -1.90E+00 -3.42E+00 9.90E-01
374400 1999 6 27 1 40 0 1.59E+01 3.62E+01 1.30E+01 7.41E+01 2.44E+00 2.35E+00 6.72E-01 1.09E+00
375000 1999 6 27 1 50 0 1.59E+01 3.62E+01 1.30E+01 2.69E+01 5.87E+00 2.66E+00 5.23E+00 9.90E-01
375600 1999 6 27 2 0 0 1.59E+01 3.61E+01 1.30E+01 2.45E+01 7.82E+00 3.24E+00 7.12E+00 9.90E-01
376200 1999 6 27 2 10 0 1.60E+01 3.62E+01 1.30E+01 3.51E+02 4.40E+00 -6.80E-01 4.35E+00 9.70E-01
376800 1999 6 27 2 20 0 1.60E+01 3.61E+01 1.30E+01 2.31E+01 1.47E+01 5.75E+00 1.35E+01 9.90E-01
377400 1999 6 27 2 30 0 1.60E+01 3.61E+01 1.30E+01 3.64E+01 2.64E+01 1.57E+01 2.12E+01 9.90E-01
378000 1999 6 27 2 40 0 1.60E+01 3.62E+01 1.30E+01 3.68E+01 3.13E+01 1.87E+01 2.51E+01 9.90E-01
378600 1999 6 27 2 50 0 1.61E+01 3.61E+01 1.30E+01 3.54E+01 3.52E+01 2.04E+01 2.87E+01 9.90E-01
379200 1999 6 27 3 0 0 1.62E+01 3.62E+01 1.30E+01 3.71E+01 3.86E+01 2.33E+01 3.08E+01 1.09E+00
379800 1999 6 27 3 10 0 1.62E+01 3.62E+01 1.30E+01 3.50E+01 3.96E+01 2.27E+01 3.24E+01 1.09E+00
380400 1999 6 27 3 20 0 1.63E+01 3.61E+01 1.30E+01 3.19E+01 4.45E+01 2.35E+01 3.78E+01 1.09E+00
381000 1999 6 27 3 30 0 1.64E+01 3.61E+01 1.30E+01 3.61E+01 4.79E+01 2.82E+01 3.87E+01 1.16E+00
381600 1999 6 27 3 40 0 1.65E+01 3.62E+01 1.30E+01 3.40E+01 5.13E+01 2.87E+01 4.26E+01 1.18E+00
382200 1999 6 27 3 50 0 1.68E+01 3.62E+01 1.30E+01 3.26E+01 5.38E+01 2.89E+01 4.53E+01 1.37E+00
382800 1999 6 27 4 0 0 1.72E+01 3.61E+01 1.30E+01 3.12E+01 5.62E+01 2.91E+01 4.81E+01 1.37E+00
383400 1999 6 27 4 10 0 1.74E+01 3.62E+01 1.30E+01 3.15E+01 5.48E+01 2.86E+01 4.67E+01 1.37E+00
384000 1999 6 27 4 20 0 1.77E+01 3.62E+01 1.30E+01 3.57E+01 5.57E+01 3.25E+01 4.52E+01 1.46E+00
384600 1999 6 27 4 30 0 1.80E+01 3.62E+01 1.30E+01 3.40E+01 5.53E+01 3.09E+01 4.58E+01 1.56E+00
385200 1999 6 27 4 40 0 1.83E+01 3.62E+01 1.30E+01 3.43E+01 5.53E+01 3.12E+01 4.56E+01 1.75E+00
385800 1999 6 27 4 50 0 1.86E+01 3.62E+01 1.30E+01 3.19E+01 5.48E+01 2.89E+01 4.65E+01 1.85E+00
386400 1999 6 27 5 0 0 1.90E+01 3.63E+01 1.30E+01 3.36E+01 5.72E+01 3.17E+01 4.76E+01 2.04E+00
387000 1999 6 27 5 10 0 1.92E+01 3.63E+01 1.30E+01 3.29E+01 5.28E+01 2.87E+01 4.43E+01 2.24E+00
387600 1999 6 27 5 20 0 1.95E+01 3.63E+01 1.30E+01 3.26E+01 4.40E+01 2.37E+01 3.71E+01 2.24E+00
388200 1999 6 27 5 30 0 1.97E+01 3.63E+01 1.30E+01 2.98E+01 4.25E+01 2.11E+01 3.69E+01 2.33E+00
388800 1999 6 27 5 40 0 2.00E+01 3.64E+01 1.30E+01 3.40E+01 3.86E+01 2.16E+01 3.20E+01 2.41E+00
389400 1999 6 27 5 50 0 2.02E+01 3.64E+01 1.30E+01 3.22E+01 3.91E+01 2.09E+01 3.31E+01 2.61E+00
390000 1999 6 27 6 0 0 2.05E+01 3.64E+01 1.30E+01 3.57E+01 3.52E+01 2.06E+01 2.86E+01 2.88E+00
390600 1999 6 27 6 10 0 2.06E+01 3.65E+01 1.30E+01 3.22E+01 3.23E+01 1.72E+01 2.73E+01 2.88E+00
391200 1999 6 27 6 20 0 2.09E+01 3.66E+01 1.30E+01 3.47E+01 3.18E+01 1.81E+01 2.61E+01 2.88E+00
391800 1999 6 27 6 30 0 2.09E+01 3.66E+01 1.30E+01 3.26E+01 2.25E+01 1.21E+01 1.90E+01 2.98E+00
392400 1999 6 27 6 40 0 2.06E+01 3.66E+01 1.30E+01 3.57E+01 1.42E+01 8.28E+00 1.15E+01 3.59E+00
393000 1999 6 27 6 50 0 2.07E+01 3.66E+01 1.30E+01 3.93E+01 1.37E+01 8.66E+00 1.06E+01 3.13E+00
393600 1999 6 27 7 0 0 2.06E+01 3.68E+01 1.30E+01 3.22E+01 9.29E+00 4.95E+00 7.86E+00 3.74E+00
394200 1999 6 27 7 10 0 2.09E+01 3.67E+01 1.30E+01 4.66E+01 6.36E+00 4.62E+00 4.36E+00 3.21E+00
394800 1999 6 27 7 20 0 2.07E+01 3.66E+01 1.30E+01 1.54E+02 9.80E-01 4.36E-01 -8.75E-01 2.93E+00
395400 1999 6 27 7 30 0 2.08E+01 3.67E+01 1.30E+01 2.42E+02 2.44E+00 -2.15E+00 -1.16E+00 2.78E+00
396000 1999 6 27 7 40 0 2.08E+01 3.67E+01 1.30E+01 1.92E+02 4.89E+00 -1.03E+00 -4.78E+00 3.03E+00
396600 1999 6 27 7 50 0 2.10E+01 3.67E+01 1.30E+01 2.16E+02 5.38E+00 -3.14E+00 -4.37E+00 2.58E+00
397200 1999 6 27 8 0 0 2.09E+01 3.66E+01 1.30E+01 2.27E+02 4.89E+00 -3.60E+00 -3.31E+00 2.83E+00
397800 1999 6 27 8 10 0 2.03E+01 3.65E+01 1.30E+01 2.08E+02 1.32E+01 -6.20E+00 -1.17E+01 2.78E+00
398400 1999 6 27 8 20 0 2.01E+01 3.67E+01 1.30E+01 2.16E+02 1.91E+01 -1.12E+01 -1.54E+01 2.88E+00
399000 1999 6 27 8 30 0 2.03E+01 3.64E+01 1.30E+01 2.15E+02 2.30E+01 -1.31E+01 -1.89E+01 2.53E+00
399600 1999 6 27 8 40 0 2.03E+01 3.64E+01 1.30E+01 2.05E+02 2.44E+01 -1.01E+01 -2.22E+01 2.53E+00
400200 1999 6 27 8 50 0 2.00E+01 3.63E+01 1.30E+01 2.10E+02 2.74E+01 -1.39E+01 -2.36E+01 2.53E+00
400800 1999 6 27 9 0 0 1.97E+01 3.64E+01 1.30E+01 2.10E+02 3.42E+01 -1.74E+01 -2.95E+01 2.53E+00
401400 1999 6 27 9 10 0 1.90E+01 3.62E+01 1.30E+01 2.11E+02 3.23E+01 -1.65E+01 -2.77E+01 2.53E+00
402000 1999 6 27 9 20 0 1.77E+01 3.61E+01 1.30E+01 2.09E+02 3.23E+01 -1.55E+01 -2.83E+01 1.82E+00
402600 1999 6 27 9 30 0 1.71E+01 3.62E+01 1.30E+01 2.10E+02 3.37E+01 -1.69E+01 -2.92E+01 1.63E+00
403200 1999 6 27 9 40 0 1.67E+01 3.62E+01 1.30E+01 2.11E+02 3.52E+01 -1.80E+01 -3.02E+01 1.37E+00
403800 1999 6 27 9 50 0 1.63E+01 3.61E+01 1.30E+01 2.12E+02 4.11E+01 -2.17E+01 -3.49E+01 1.27E+00
404400 1999 6 27 10 0 0 1.60E+01 3.62E+01 1.30E+01 2.11E+02 4.45E+01 -2.30E+01 -3.81E+01 1.27E+00
405000 1999 6 27 10 10 0 1.58E+01 3.62E+01 1.30E+01 2.12E+02 4.94E+01 -2.58E+01 -4.21E+01 3.89E+00
405600 1999 6 27 10 20 0 1.57E+01 3.62E+01 1.30E+01 2.13E+02 4.84E+01 -2.61E+01 -4.08E+01 1.27E+00
406200 1999 6 27 10 30 0 1.57E+01 3.62E+01 1.30E+01 2.12E+02 4.11E+01 -2.19E+01 -3.47E+01 1.27E+00
406800 1999 6 27 10 40 0 1.55E+01 3.61E+01 1.30E+01 2.12E+02 4.30E+01 -2.27E+01 -3.65E+01 1.18E+00
407400 1999 6 27 10 50 0 1.54E+01 3.61E+01 1.30E+01 2.16E+02 4.74E+01 -2.77E+01 -3.85E+01 3.56E+00
408000 1999 6 27 11 0 0 1.54E+01 3.61E+01 1.30E+01 2.12E+02 4.45E+01 -2.37E+01 -3.76E+01 3.43E+00
408600 1999 6 27 11 10 0 1.54E+01 3.61E+01 1.30E+01 2.15E+02 4.55E+01 -2.59E+01 -3.74E+01 1.18E+00
409200 1999 6 27 11 20 0 1.54E+01 3.61E+01 1.30E+01 2.12E+02 4.35E+01 -2.30E+01 -3.69E+01 1.18E+00
409800 1999 6 27 11 30 0 1.55E+01 3.62E+01 1.30E+01 2.12E+02 4.50E+01 -2.40E+01 -3.80E+01 1.16E+00
410400 1999 6 27 11 40 0 1.55E+01 3.50E+01 1.30E+01 2.15E+02 4.50E+01 -2.58E+01 -3.68E+01 1.23E+00
411000 1999 6 27 11 50 0 1.55E+01 3.62E+01 1.30E+01 2.15E+02 4.74E+01 -2.70E+01 -3.90E+01 1.25E+00
411600 1999 6 27 12 0 0 1.56E+01 3.62E+01 1.30E+01 2.18E+02 4.50E+01 -2.78E+01 -3.53E+01 1.27E+00
412200 1999 6 27 12 10 0 1.56E+01 3.61E+01 1.30E+01 2.16E+02 4.60E+01 -2.73E+01 -3.70E+01 1.09E+00
412800 1999 6 27 12 20 0 1.57E+01 3.62E+01 1.30E+01 2.16E+02 4.16E+01 -2.45E+01 -3.36E+01 9.90E-01
413400 1999 6 27 12 30 0 1.57E+01 3.61E+01 1.30E+01 2.14E+02 3.91E+01 -2.21E+01 -3.23E+01 9.90E-01
414000 1999 6 27 12 40 0 1.58E+01 3.62E+01 1.30E+01 2.18E+02 3.72E+01 -2.28E+01 -2.93E+01 9.90E-01
414600 1999 6 27 12 50 0 1.58E+01 3.62E+01 1.30E+01 2.18E+02 3.33E+01 -2.06E+01 -2.61E+01 9.90E-01
415200 1999 6 27 13 0 0 1.58E+01 3.62E+01 1.30E+01 2.16E+02 3.08E+01 -1.83E+01 -2.48E+01 9.90E-01
415800 1999 6 27 13 10 0 1.58E+01 3.62E+01 1.30E+01 2.14E+02 2.74E+01 -1.54E+01 -2.26E+01 9.90E-01
416400 1999 6 27 13 20 0 1.59E+01 3.61E+01 1.30E+01 2.14E+02 2.25E+01 -1.27E+01 -1.86E+01 9.90E-01
417000 1999 6 27 13 30 0 1.59E+01 3.62E+01 1.30E+01 2.10E+02 2.00E+01 -9.95E+00 -1.74E+01 9.00E-01
417600 1999 6 27 13 40 0 1.59E+01 3.62E+01 1.30E+01 2.10E+02 1.42E+01 -7.19E+00 -1.22E+01 9.40E-01
418200 1999 6 27 13 50 0 1.59E+01 3.61E+01 1.30E+01 2.14E+02 6.84E+00 -3.83E+00 -5.68E+00 9.70E-01
418800 1999 6 27 14 0 0 1.60E+01 3.62E+01 1.30E+01 1.92E+02 1.96E+00 -4.13E-01 -1.91E+00 9.40E-01
419400 1999 6 27 14 10 0 1.60E+01 3.62E+01 1.30E+01 3.05E+01 7.82E+00 3.97E+00 6.74E+00 9.70E-01
420000 1999 6 27 14 20 0 1.62E+01 3.62E+01 1.30E+01 3.22E+01 1.96E+01 1.04E+01 1.65E+01 9.90E-01
420600 1999 6 27 14 30 0 1.62E+01 3.61E+01 1.30E+01 3.54E+01 2.84E+01 1.64E+01 2.31E+01 1.18E+00
421200 1999 6 27 14 40 0 1.62E+01 3.62E+01 1.30E+01 3.93E+01 3.33E+01 2.10E+01 2.57E+01 9.90E-01
421800 1999 6 27 14 50 0 1.63E+01 3.61E+01 1.30E+01 3.36E+01 4.16E+01 2.30E+01 3.46E+01 9.90E-01
422400 1999 6 27 15 0 0 1.65E+01 3.61E+01 1.30E+01 3.96E+01 4.11E+01 2.62E+01 3.16E+01 1.13E+00
423000 1999 6 27 15 10 0 1.65E+01 3.61E+01 1.30E+01 4.00E+01 4.35E+01 2.79E+01 3.34E+01 1.23E+00
423600 1999 6 27 15 20 0 1.66E+01 3.61E+01 1.30E+01 3.71E+01 4.84E+01 2.92E+01 3.86E+01 1.27E+00
424200 1999 6 27 15 30 0 1.66E+01 3.61E+01 1.30E+01 3.64E+01 5.38E+01 3.19E+01 4.33E+01 1.32E+00
424800 1999 6 27 15 40 0 1.66E+01 3.61E+01 1.30E+01 3.75E+01 5.82E+01 3.54E+01 4.62E+01 1.37E+00
425400 1999 6 27 15 50 0 1.66E+01 3.61E+01 1.30E+01 3.68E+01 5.82E+01 3.48E+01 4.66E+01 1.44E+00
426000 1999 6 27 16 0 0 1.68E+01 3.61E+01 1.30E+01 3.54E+01 5.97E+01 3.45E+01 4.86E+01 1.56E+00
426600 1999 6 27 16 10 0 1.71E+01 3.61E+01 1.30E+01 3.61E+01 5.77E+01 3.40E+01 4.66E+01 1.46E+00
427200 1999 6 27 16 20 0 1.74E+01 3.61E+01 1.30E+01 3.61E+01 6.01E+01 3.54E+01 4.86E+01 1.97E+00
427800 1999 6 27 16 30 0 1.77E+01 3.62E+01 1.30E+01 3.68E+01 6.21E+01 3.72E+01 4.97E+01 2.33E+00
428400 1999 6 27 16 40 0 1.80E+01 3.62E+01 1.30E+01 3.57E+01 6.55E+01 3.83E+01 5.32E+01 2.43E+00
429000 1999 6 27 16 50 0 1.83E+01 3.63E+01 1.30E+01 3.50E+01 6.26E+01 3.59E+01 5.12E+01 2.53E+00
429600 1999 6 27 17 0 0 1.87E+01 3.62E+01 1.30E+01 3.71E+01 6.01E+01 3.63E+01 4.79E+01 2.78E+00
430200 1999 6 27 17 10 0 1.91E+01 3.63E+01 1.30E+01 3.85E+01 6.01E+01 3.75E+01 4.70E+01 2.98E+00
430800 1999 6 27 17 20 0 1.95E+01 3.63E+01 1.30E+01 3.82E+01 5.67E+01 3.51E+01 4.46E+01 3.18E+00
431400 1999 6 27 17 30 0 2.00E+01 3.64E+01 1.30E+01 3.89E+01 5.48E+01 3.44E+01 4.26E+01 3.33E+00
432000 1999 6 27 17 40 0 2.04E+01 3.65E+01 1.30E+01 3.93E+01 4.94E+01 3.12E+01 3.82E+01 3.28E+00
432600 1999 6 27 17 50 0 2.08E+01 3.64E+01 1.30E+01 3.75E+01 4.60E+01 2.80E+01 3.65E+01 3.53E+00
433200 1999 6 27 18 0 0 2.10E+01 3.65E+01 1.30E+01 3.75E+01 4.06E+01 2.47E+01 3.22E+01 3.74E+00
433800 1999 6 27 18 10 0 2.13E+01 3.65E+01 1.30E+01 3.61E+01 3.77E+01 2.22E+01 3.04E+01 3.94E+00
434400 1999 6 27 18 20 0 2.16E+01 3.66E+01 1.30E+01 3.47E+01 3.37E+01 1.92E+01 2.77E+01 1.35E+01
435000 1999 6 27 18 30 0 2.19E+01 3.66E+01 1.30E+01 3.22E+01 3.23E+01 1.72E+01 2.73E+01 6.04E+00
435600 1999 6 27 18 40 0 2.20E+01 3.67E+01 1.30E+01 3.50E+01 3.03E+01 1.74E+01 2.48E+01 5.56E+00
436200 1999 6 27 18 50 0 2.22E+01 3.67E+01 1.30E+01 3.26E+01 2.74E+01 1.47E+01 2.31E+01 8.38E+00
436800 1999 6 27 19 0 0 2.25E+01 3.68E+01 1.30E+01 3.40E+01 2.54E+01 1.42E+01 2.11E+01 5.38E+00
437400 1999 6 27 19 10 0 2.25E+01 3.68E+01 1.30E+01 3.36E+01 2.05E+01 1.14E+01 1.71E+01 5.94E+00
438000 1999 6 27 19 20 0 2.27E+01 3.69E+01 1.30E+01 3.05E+01 1.27E+01 6.44E+00 1.10E+01 5.83E+00
438600 1999 6 27 19 30 0 2.27E+01 3.69E+01 1.30E+01 4.07E+01 1.12E+01 7.33E+00 8.53E+00 6.02E+00
439200 1999 6 27 19 40 0 2.26E+01 3.70E+01 1.30E+01 2.41E+01 7.33E+00 3.00E+00 6.69E+00 3.43E+00
439800 1999 6 27 19 50 0 2.26E+01 3.69E+01 1.30E+01 1.32E+01 3.42E+00 7.83E-01 3.33E+00 3.21E+00
440400 1999 6 27 20 0 0 2.26E+01 3.69E+01 1.30E+01 3.58E+02 3.42E+00 -9.20E-02 3.42E+00 1.31E+01
441000 1999 6 27 20 10 0 2.24E+01 3.68E+01 1.30E+01 2.52E+02 1.96E+00 -1.86E+00 -5.94E-01 3.13E+00
441600 1999 6 27 20 20 0 2.22E+01 3.67E+01 1.30E+01 2.73E+02 5.38E+00 -5.37E+00 3.20E-01 2.83E+00
442200 1999 6 27 20 30 0 2.18E+01 3.65E+01 1.30E+01 2.27E+02 1.12E+01 -8.27E+00 -7.62E+00 2.88E+00
442800 1999 6 27 20 40 0 2.19E+01 3.66E+01 1.30E+01 2.06E+02 1.61E+01 -6.96E+00 -1.46E+01 2.93E+00
443400 1999 6 27 20 50 0 2.16E+01 3.64E+01 1.30E+01 2.18E+02 1.42E+01 -8.70E+00 -1.12E+01 2.88E+00
444000 1999 6 27 21 0 0 2.15E+01 3.63E+01 1.30E+01 2.10E+02 2.05E+01 -1.02E+01 -1.78E+01 2.78E+00
444600 1999 6 27 21 10 0 2.12E+01 3.64E+01 1.30E+01 2.18E+02 2.30E+01 -1.42E+01 -1.81E+01 2.93E+00
445200 1999 6 27 21 20 0 2.11E+01 3.64E+01 1.30E+01 2.16E+02 2.35E+01 -1.39E+01 -1.89E+01 2.73E+00
445800 1999 6 27 21 30 0 2.07E+01 3.63E+01 1.30E+01 2.16E+02 2.79E+01 -1.66E+01 -2.24E+01 2.73E+00
446400 1999 6 27 21 40 0 1.95E+01 3.62E+01 1.30E+01 2.16E+02 2.98E+01 -1.77E+01 -2.40E+01 2.33E+00
447000 1999 6 27 21 50 0 1.78E+01 3.65E+01 1.30E+01 2.16E+02 3.52E+01 -2.09E+01 -2.83E+01 1.66E+00
447600 1999 6 27 22 0 0 1.67E+01 3.62E+01 1.30E+01 2.12E+02 3.67E+01 -1.94E+01 -3.11E+01 1.44E+00
448200 1999 6 27 22 10 0 1.64E+01 3.61E+01 1.30E+01 2.13E+02 3.42E+01 -1.88E+01 -2.86E+01 1.37E+00
448800 1999 6 27 22 20 0 1.63E+01 3.62E+01 1.30E+01 2.10E+02 3.33E+01 -1.67E+01 -2.88E+01 1.32E+00
449400 1999 6 27 22 30 0 1.60E+01 3.61E+01 1.30E+01 2.14E+02 3.91E+01 -2.17E+01 -3.26E+01 1.35E+00
